Customer_ID,Name,Email,Phone,Join_Date,Last_Purchase_Date,Total_Spent
CUST00027,Customer_27,cust27@mail.com,9797808098,2022-07-06,2024-04-01,51909.21
CUST00028,Customer_28,cust28@mail.com,9853041955,2021-10-05,2023-06-14,59649.04
CUST00029,Customer_29,cust29@mail.com,9685126461,2023-08-14,2024-01-23,5598.59
CUST00030,Customer_30,cust30@mail.com,9550455977,2022-07-30,2024-03-02,61146.94
CUST00031,Customer_31,cust31@mail.com,9336696312,2022-12-14,2023-09-29,17881.89
CUST00032,Customer_32,cust32@mail.com,9582334538,2021-10-06,2023-04-08,7440.11
CUST00033,Customer_33,cust33@mail.com,9732719211,2021-05-21,2023-01-10,94939.67
CUST00034,Customer_34,cust34@mail.com,9398704996,2021-04-22,2023-12-13,96597.57
CUST00035,Customer_35,cust35@mail.com,9969119330,2022-09-23,2023-01-03,81031.34
CUST00036,Customer_36,cust36@mail.com,9106977991,2023-01-29,2023-11-17,31156.76
CUST00037,Customer_37,cust37@mail.com,9914763202,2022-08-24,2024-01-11,10669.54
CUST00038,Customer_38,cust38@mail.com,9965241839,2021-09-03,2023-05-08,68739.07
CUST00039,Customer_39,cust39@mail.com,9271432881,2021-09-06,2023-04-26,44575.1
CUST00040,Customer_40,cust40@mail.com,9849621470,2021-02-21,2023-12-22,13081.79
CUST00041,Customer_41,cust41@mail.com,9553778756,2022-11-17,2024-03-25,50022.51
CUST00042,Customer_42,cust42@mail.com,9465341213,2023-07-16,2023-06-26,4404.46
CUST00043,Customer_43,cust43@mail.com,9398362082,2022-06-28,2023-06-09,91022.72
CUST00044,Customer_44,cust44@mail.com,9266944844,2021-08-20,2023-03-08,26619.22
CUST00045,Customer_45,cust45@mail.com,9331191390,2022-10-16,2023-02-22,66589.71
CUST00046,Customer_46,cust46@mail.com,9919795579,2021-08-27,2023-07-16,31859.4
CUST00047,Customer_47,cust47@mail.com,9461415646,2021-02-23,2023-09-15,52486.73
CUST00048,Customer_48,cust48@mail.com,9209747451,2021-04-13,2023-10-29,55124.32
CUST00049,Customer_49,cust49@mail.com,9199585092,2022-02-28,2023-06-06,19300.59
CUST00050,Customer_50,cust50@mail.com,9507943839,2021-12-05,2023-03-27,96988.88
CUST00051,Customer_51,cust51@mail.com,9203848421,2023-01-05,2023-02-03,77738.15
CUST00052,Customer_52,cust52@mail.com,9485451171,2022-04-29,2024-02-26,94010.4
CUST00053,Customer_53,cust53@mail.com,9469319644,2021-04-13,2023-01-24,89587.91
CUST00054,Customer_54,cust54@mail.com,9748245888,2022-11-29,2023-06-02,60192.1
CUST00055,Customer_55,cust55@mail.com,9384027113,2023-03-01,2024-04-30,92265.55
CUST00056,Customer_56,cust56@mail.com,9966647391,2021-05-21,2023-05-29,9760.76
CUST00057,Customer_57,cust57@mail.com,9146654552,2021-01-06,2023-08-22,20402.3
CUST00058,Customer_58,cust58@mail.com,9883543540,2023-09-15,2024-01-08,5477.5
CUST00059,Customer_59,cust59@mail.com,9593303705,2022-07-18,2023-09-24,33207.7
CUST00060,Customer_60,cust60@mail.com,9675770529,2023-08-10,2023-11-02,39479.05
CUST00061,Customer_61,cust61@mail.com,9234031070,2021-06-11,2023-09-26,27863.55
CUST00062,Customer_62,cust62@mail.com,9506448196,2022-02-21,2023-06-22,83045.01
CUST00063,Customer_63,cust63@mail.com,9184611066,2022-10-31,2023-08-11,36318.58
CUST00064,Customer_64,cust64@mail.com,9692749116,2023-08-16,2024-03-30,28812.52
CUST00065,Customer_65,cust65@mail.com,9414797776,2023-06-21,2023-12-18,54726.91
CUST00066,Customer_66,cust66@mail.com,9990566476,2023-06-19,2023-03-10,14951.5
CUST00067,Customer_67,cust67@mail.com,9774996843,2022-05-03,2023-06-25,80417.5
CUST00068,Customer_68,cust68@mail.com,9764130526,2022-05-04,2024-04-06,8380.51
CUST00069,Customer_69,cust69@mail.com,9488302652,2022-10-29,2023-09-08,98701.81
CUST00070,Customer_70,cust70@mail.com,9719927151,2021-07-24,2023-07-03,77452.23
CUST00071,Customer_71,cust71@mail.com,9306468299,2023-02-14,2024-01-20,20672.85
CUST00072,Customer_72,cust72@mail.com,9856528252,2023-09-15,2023-04-07,1546.69
CUST00073,Customer_73,cust73@mail.com,9174684276,2021-10-22,2023-03-26,81730.68
CUST00074,Customer_74,cust74@mail.com,9149203558,2021-11-25,2024-04-30,70978.88
CUST00075,Customer_75,cust75@mail.com,9810026086,2021-10-20,2024-04-09,73171.71
CUST00076,Customer_76,cust76@mail.com,9344703907,2022-10-24,2024-04-15,77355.76
CUST00077,Customer_77,cust77@mail.com,9930075810,2021-03-02,2024-02-20,8330.42
CUST00078,Customer_78,cust78@mail.com,9410727955,2023-07-19,2023-07-26,36488.11
CUST00079,Customer_79,cust79@mail.com,9185675980,2023-02-27,2023-01-10,12471.04
CUST00080,Customer_80,cust80@mail.com,9349957310,2021-04-02,2023-04-27,86447.24
CUST00081,Customer_81,cust81@mail.com,9208449460,2022-10-30,2023-04-25,62706.51
CUST00082,Customer_82,cust82@mail.com,9508157429,2022-08-11,2024-01-08,33758.9
CUST00083,Customer_83,cust83@mail.com,9398471886,2021-08-26,2023-03-09,7292.28
CUST00084,Customer_84,cust84@mail.com,9586845604,2022-07-02,2023-04-19,31787.25
CUST00085,Customer_85,cust85@mail.com,9782560971,2023-01-27,2024-01-11,33193.15
CUST00086,Customer_86,cust86@mail.com,9995619255,2023-01-11,2023-01-12,73231.01
CUST00087,Customer_87,cust87@mail.com,9491735568,2023-05-21,2023-10-29,64118.19
CUST00088,Customer_88,cust88@mail.com,9274648506,2023-08-18,2023-09-16,88834.06
CUST00089,Customer_89,cust89@mail.com,9497478786,2021-02-08,2023-03-28,47749.28
CUST00090,Customer_90,cust90@mail.com,9481469012,2023-07-25,2023-03-05,12839.83
CUST00091,Customer_91,cust91@mail.com,9324956459,2023-08-02,2023-07-07,71611.23
CUST00092,Customer_92,cust92@mail.com,9819595113,2021-06-29,2023-12-31,76317.72
CUST00093,Customer_93,cust93@mail.com,9386665249,2022-03-04,2023-11-30,56566.44
CUST00094,Customer_94,cust94@mail.com,9853573823,2023-06-23,2024-02-10,77325.75
CUST00095,Customer_95,cust95@mail.com,9833953718,2023-05-08,2023-01-20,49885.76
CUST00096,Customer_96,cust96@mail.com,9795822698,2021-06-30,2023-07-12,52750.55
CUST00097,Customer_97,cust97@mail.com,9176667861,2023-08-15,2024-03-24,43326.56
CUST00098,Customer_98,cust98@mail.com,9754049436,2023-07-31,2023-11-24,3516.49
CUST00099,Customer_99,cust99@mail.com,9781802744,2021-02-07,2023-05-11,11681.25
CUST00100,Customer_100,cust100@mail.com,9283758720,2023-05-07,2024-01-30,4111.49
CUST00101,Customer_101,cust101@mail.com,9673528321,2022-02-11,2023-10-01,64004.63
CUST00102,Customer_102,cust102@mail.com,9882893941,2023-03-18,2023-11-16,32121.24
CUST00103,Customer_103,cust103@mail.com,9362863730,2022-05-23,2023-01-25,51348.5
CUST00104,Customer_104,cust104@mail.com,9275452091,2021-07-10,2023-11-01,90849.08
CUST00105,Customer_105,cust105@mail.com,9596348124,2023-08-18,2023-01-25,25679.93
CUST00106,Customer_106,cust106@mail.com,9507437181,2023-02-06,2023-12-05,41627.91
CUST00107,Customer_107,cust107@mail.com,9389854268,2023-09-13,2023-02-25,75799.56
CUST00108,Customer_108,cust108@mail.com,9787194506,2023-06-13,2023-12-01,23651.02
CUST00109,Customer_109,cust109@mail.com,9838908273,2023-08-07,2024-03-04,8621.01
CUST00110,Customer_110,cust110@mail.com,9698020238,2021-10-24,2023-01-11,29685.39
CUST00111,Customer_111,cust111@mail.com,9335809993,2023-06-17,2023-01-25,16960.91
CUST00112,Customer_112,cust112@mail.com,9835098955,2021-02-08,2023-12-20,93040.07
CUST00113,Customer_113,cust113@mail.com,9448195935,2021-01-10,2023-03-01,81003.92
CUST00114,Customer_114,cust114@mail.com,9924970419,2021-11-02,2023-08-02,63706.97
CUST00115,Customer_115,cust115@mail.com,9933223566,2022-08-05,2023-08-16,87274.6
CUST00116,Customer_116,cust116@mail.com,9160062915,2022-09-10,2023-07-14,80563.54
CUST00117,Customer_117,cust117@mail.com,9345938494,2021-04-20,2023-03-05,19470.44
CUST00118,Customer_118,cust118@mail.com,9982403818,2023-08-09,2023-10-08,89363.34
CUST00119,Customer_119,cust119@mail.com,9134467368,2021-12-10,2023-05-10,54394.88
CUST00120,Customer_120,cust120@mail.com,9964411347,2021-10-19,2023-08-31,80936.58
CUST00121,Customer_121,cust121@mail.com,9438715135,2022-04-11,2023-12-26,89713.04
CUST00122,Customer_122,cust122@mail.com,9530747414,2022-10-19,2023-03-20,32482.34
CUST00123,Customer_123,cust123@mail.com,9387484583,2022-07-11,2023-04-16,11895.14
CUST00124,Customer_124,cust124@mail.com,9171069472,2022-06-21,2023-12-22,23565.58
CUST00125,Customer_125,cust125@mail.com,9326541099,2022-05-21,2023-12-18,43283.67
CUST00126,Customer_126,cust126@mail.com,9709004943,2023-06-30,2023-11-19,81983.46
CUST00127,Customer_127,cust127@mail.com,9870854579,2023-08-20,2023-01-05,86212.33
CUST00128,Customer_128,cust128@mail.com,9437882805,2021-05-18,2023-06-04,1688.26
CUST00129,Customer_129,cust129@mail.com,9328306011,2023-05-22,2023-08-04,51563.98
CUST00130,Customer_130,cust130@mail.com,9803771909,2022-06-01,2023-12-05,42323.69
CUST00131,Customer_131,cust131@mail.com,9636045484,2022-04-25,2023-02-21,22988.67
CUST00132,Customer_132,cust132@mail.com,9524806516,2021-10-07,2023-12-06,12866.67
CUST00133,Customer_133,cust133@mail.com,9790256940,2021-07-17,2023-09-24,34423.9
CUST00134,Customer_134,cust134@mail.com,9592688426,2023-04-09,2023-05-19,94348.06
CUST00135,Customer_135,cust135@mail.com,9253407200,2021-04-26,2023-11-15,32997.09
CUST00136,Customer_136,cust136@mail.com,9384412919,2021-12-05,2023-11-07,52360.27
CUST00137,Customer_137,cust137@mail.com,9249926919,2021-06-16,2023-12-25,70598.88
CUST00138,Customer_138,cust138@mail.com,9364814270,2023-01-19,2023-03-12,36999.33
CUST00139,Customer_139,cust139@mail.com,9899925830,2022-04-15,2023-08-03,97206.43
CUST00140,Customer_140,cust140@mail.com,9702764446,2022-10-26,2024-03-01,96282.28
CUST00141,Customer_141,cust141@mail.com,9678722458,2021-09-21,2024-04-05,25926.45
CUST00142,Customer_142,cust142@mail.com,9382116655,2023-01-06,2023-02-23,50227.6
CUST00143,Customer_143,cust143@mail.com,9902099969,2021-07-10,2023-09-19,30786.95
CUST00144,Customer_144,cust144@mail.com,9727694430,2021-01-15,2024-01-04,29199.21
CUST00145,Customer_145,cust145@mail.com,9560027313,2023-01-25,2023-11-13,4651.81
CUST00146,Customer_146,cust146@mail.com,9726563708,2021-12-12,2023-03-02,61346.87
CUST00147,Customer_147,cust147@mail.com,9528853029,2023-03-21,2023-05-25,50765.22
CUST00148,Customer_148,cust148@mail.com,9488690725,2021-10-30,2023-02-28,6096.4
CUST00149,Customer_149,cust149@mail.com,9335493870,2022-08-05,2024-02-06,28586.0
CUST00150,Customer_150,cust150@mail.com,9248532577,2022-11-22,2023-02-24,90918.32
CUST00151,Customer_151,cust151@mail.com,9647099690,2023-02-15,2023-09-12,24716.63
CUST00152,Customer_152,cust152@mail.com,9629908599,2021-07-17,2023-04-12,15344.59
CUST00153,Customer_153,cust153@mail.com,9197613238,2021-06-29,2023-11-08,49455.82
CUST00154,Customer_154,cust154@mail.com,9911514914,2022-09-18,2023-04-13,98579.39
CUST00155,Customer_155,cust155@mail.com,9150590821,2023-05-27,2024-02-03,24963.47
CUST00156,Customer_156,cust156@mail.com,9217734861,2022-10-17,2023-05-15,67541.42
CUST00157,Customer_157,cust157@mail.com,9264112119,2023-07-08,2024-03-01,76400.34
CUST00158,Customer_158,cust158@mail.com,9773715057,2022-02-20,2023-09-25,24526.12
CUST00159,Customer_159,cust159@mail.com,9271779360,2023-04-27,2024-05-13,73093.42
CUST00160,Customer_160,cust160@mail.com,9950488739,2022-03-14,2023-04-14,37410.53
CUST00161,Customer_161,cust161@mail.com,9830661141,2022-06-12,2023-07-03,63598.28
CUST00162,Customer_162,cust162@mail.com,9553290810,2021-12-02,2023-12-27,63719.44
CUST00163,Customer_163,cust163@mail.com,9740389325,2021-03-30,2023-07-29,54041.69
CUST00164,Customer_164,cust164@mail.com,9168212356,2022-02-15,2023-06-01,9938.69
CUST00165,Customer_165,cust165@mail.com,9513140753,2022-11-17,2023-03-24,83694.95
CUST00166,Customer_166,cust166@mail.com,9509760584,2021-04-08,2023-01-21,32757.23
CUST00167,Customer_167,cust167@mail.com,9739830322,2021-07-09,2023-10-08,19465.33
CUST00168,Customer_168,cust168@mail.com,9602564736,2021-05-24,2023-09-12,5036.74
CUST00169,Customer_169,cust169@mail.com,9668132202,2022-05-04,2024-04-11,59498.4
CUST00170,Customer_170,cust170@mail.com,9369953851,2021-11-28,2023-04-17,68078.87
CUST00171,Customer_171,cust171@mail.com,9694021782,2023-08-17,2023-12-19,2642.2
CUST00172,Customer_172,cust172@mail.com,9112327652,2021-09-12,2024-04-22,51697.21
CUST00173,Customer_173,cust173@mail.com,9830448745,2021-01-07,2023-09-04,23423.08
CUST00174,Customer_174,cust174@mail.com,9873869166,2021-09-25,2023-06-19,64872.11
CUST00175,Customer_175,cust175@mail.com,9222998994,2022-01-28,2023-05-01,18262.28
CUST00176,Customer_176,cust176@mail.com,9831980933,2021-08-30,2023-01-02,69402.84
CUST00177,Customer_177,cust177@mail.com,9676567501,2022-04-03,2023-01-07,39286.8
CUST00178,Customer_178,cust178@mail.com,9906248900,2023-02-11,2023-12-10,93736.27
CUST00179,Customer_179,cust179@mail.com,9386501362,2021-10-01,2023-02-15,14614.57
CUST00180,Customer_180,cust180@mail.com,9925276600,2023-09-04,2024-04-09,34765.57
CUST00181,Customer_181,cust181@mail.com,9788227492,2021-12-04,2023-02-26,12233.88
CUST00182,Customer_182,cust182@mail.com,9465260635,2021-11-06,2024-03-03,92544.67
CUST00183,Customer_183,cust183@mail.com,9219778234,2022-08-20,2023-10-21,87856.6
CUST00184,Customer_184,cust184@mail.com,9415143362,2023-01-11,2023-12-09,26536.22
CUST00185,Customer_185,cust185@mail.com,9566825638,2022-08-10,2023-09-10,66338.42
CUST00186,Customer_186,cust186@mail.com,9269820594,2021-01-12,2023-03-18,81905.0
CUST00187,Customer_187,cust187@mail.com,9587182120,2021-09-25,2024-05-01,55964.88
CUST00188,Customer_188,cust188@mail.com,9103484630,2022-11-01,2023-02-16,53435.41
CUST00189,Customer_189,cust189@mail.com,9875340444,2022-01-04,2024-02-04,24943.38
CUST00190,Customer_190,cust190@mail.com,9872751234,2022-12-11,2023-09-19,10217.17
CUST00191,Customer_191,cust191@mail.com,9382811832,2021-08-30,2023-02-08,89824.36
CUST00192,Customer_192,cust192@mail.com,9637500247,2021-03-05,2024-01-06,90141.39
CUST00193,Customer_193,cust193@mail.com,9918150683,2022-11-15,2024-01-06,63677.04
CUST00194,Customer_194,cust194@mail.com,9291825997,2021-05-02,2023-02-21,34563.95
CUST00195,Customer_195,cust195@mail.com,9645119047,2022-04-22,2024-04-08,35571.75
CUST00196,Customer_196,cust196@mail.com,9214257751,2021-11-11,2023-05-12,72869.61
CUST00197,Customer_197,cust197@mail.com,9771410971,2021-06-13,2023-11-26,89813.92
CUST00198,Customer_198,cust198@mail.com,9420452650,2022-02-20,2023-04-29,88821.56
CUST00199,Customer_199,cust199@mail.com,9786066793,2022-12-04,2023-08-22,78207.68
CUST00200,Customer_200,cust200@mail.com,9645098869,2022-05-30,2024-05-15,64561.13
CUST00201,Customer_201,cust201@mail.com,9753876785,2023-08-04,2023-06-01,9329.86
CUST00202,Customer_202,cust202@mail.com,9313579170,2023-07-06,2023-05-16,17001.24
CUST00203,Customer_203,cust203@mail.com,9264109919,2023-06-29,2023-08-26,89956.86
CUST00204,Customer_204,cust204@mail.com,9501486939,2022-12-22,2023-01-26,61036.48
CUST00205,Customer_205,cust205@mail.com,9918739736,2023-02-28,2023-02-21,1910.51
CUST00206,Customer_206,cust206@mail.com,9273461957,2021-11-15,2024-02-21,11045.68
CUST00207,Customer_207,cust207@mail.com,9679153816,2022-12-08,2023-03-31,66686.68
CUST00208,Customer_208,cust208@mail.com,9936043811,2021-05-01,2024-03-23,1501.1
CUST00209,Customer_209,cust209@mail.com,9669462919,2022-10-17,2023-01-21,16920.0
CUST00210,Customer_210,cust210@mail.com,9100614068,2023-07-28,2024-03-12,55324.65
CUST00211,Customer_211,cust211@mail.com,9743111853,2023-08-22,2023-05-29,69497.62
CUST00212,Customer_212,cust212@mail.com,9448059918,2021-10-30,2023-07-04,65544.16
CUST00213,Customer_213,cust213@mail.com,9624636385,2022-01-12,2024-02-15,23202.66
CUST00214,Customer_214,cust214@mail.com,9120912992,2022-09-22,2023-12-13,71505.74
CUST00215,Customer_215,cust215@mail.com,9220117054,2021-08-15,2023-06-10,24487.66
CUST00216,Customer_216,cust216@mail.com,9489747629,2021-08-13,2023-08-07,33214.57
CUST00217,Customer_217,cust217@mail.com,9992994062,2023-09-08,2024-01-14,74902.65
CUST00218,Customer_218,cust218@mail.com,9966267851,2021-05-17,2023-03-01,65313.66
CUST00219,Customer_219,cust219@mail.com,9430190783,2022-05-05,2023-02-18,85073.12
CUST00220,Customer_220,cust220@mail.com,9357109965,2021-06-06,2024-03-11,66103.68
CUST00221,Customer_221,cust221@mail.com,9162196678,2022-04-11,2024-01-24,57262.55
CUST00222,Customer_222,cust222@mail.com,9358633898,2023-02-05,2024-03-31,10273.8
CUST00223,Customer_223,cust223@mail.com,9709194872,2022-09-13,2023-01-24,37403.86
CUST00224,Customer_224,cust224@mail.com,9184564737,2022-01-18,2023-01-05,27255.03
CUST00225,Customer_225,cust225@mail.com,9191969690,2022-03-02,2024-03-12,25154.97
CUST00226,Customer_226,cust226@mail.com,9885879795,2022-12-20,2023-03-12,97328.04
CUST00227,Customer_227,cust227@mail.com,9621828280,2022-07-17,2023-12-06,39916.67
CUST00228,Customer_228,cust228@mail.com,9976198296,2023-07-24,2023-11-28,89312.61
CUST00229,Customer_229,cust229@mail.com,9174316370,2022-04-28,2023-03-29,63482.72
CUST00230,Customer_230,cust230@mail.com,9916690353,2023-02-15,2023-06-18,79686.32
CUST00231,Customer_231,cust231@mail.com,9671988889,2022-07-05,2023-07-03,50761.07
CUST00232,Customer_232,cust232@mail.com,9922308461,2023-04-02,2024-04-02,58113.48
CUST00233,Customer_233,cust233@mail.com,9235034324,2022-11-12,2023-08-13,49759.25
CUST00234,Customer_234,cust234@mail.com,9237859287,2023-04-26,2024-05-04,20329.06
CUST00235,Customer_235,cust235@mail.com,9808402051,2021-08-12,2023-11-15,72522.76
CUST00236,Customer_236,cust236@mail.com,9610330567,2023-02-20,2023-05-18,28796.46
CUST00237,Customer_237,cust237@mail.com,9690347116,2021-09-11,2024-03-25,3407.28
CUST00238,Customer_238,cust238@mail.com,9277303722,2022-11-28,2024-01-11,64901.76
CUST00239,Customer_239,cust239@mail.com,9384602384,2023-02-12,2023-02-17,18533.96
CUST00240,Customer_240,cust240@mail.com,9666585408,2022-09-03,2023-07-10,94105.4
CUST00241,Customer_241,cust241@mail.com,9751325257,2023-06-14,2024-02-22,95438.93
CUST00242,Customer_242,cust242@mail.com,9554340903,2023-03-18,2023-06-25,91571.57
CUST00243,Customer_243,cust243@mail.com,9327416584,2021-03-25,2023-04-04,37645.71
CUST00244,Customer_244,cust244@mail.com,9679064766,2022-06-23,2023-02-28,2530.21
CUST00245,Customer_245,cust245@mail.com,9910959828,2022-04-03,2023-07-25,92903.54
CUST00246,Customer_246,cust246@mail.com,9883757514,2022-06-25,2023-07-24,43390.23
CUST00247,Customer_247,cust247@mail.com,9840739735,2022-12-22,2024-05-07,96698.83
CUST00248,Customer_248,cust248@mail.com,9315984311,2022-01-06,2023-08-22,96398.38
CUST00249,Customer_249,cust249@mail.com,9865523129,2021-03-21,2023-05-20,85447.94
CUST00250,Customer_250,cust250@mail.com,9434702822,2023-07-29,2024-03-03,30150.44
CUST00251,Customer_251,cust251@mail.com,9528414718,2022-08-01,2023-07-17,39124.68
CUST00252,Customer_252,cust252@mail.com,9821218382,2021-04-25,2023-12-20,85262.53
CUST00253,Customer_253,cust253@mail.com,9797801251,2021-03-05,2024-03-11,32375.28
CUST00254,Customer_254,cust254@mail.com,9500957212,2023-04-29,2023-09-02,17779.78
CUST00255,Customer_255,cust255@mail.com,9570406376,2022-07-15,2024-02-14,56123.32
CUST00256,Customer_256,cust256@mail.com,9655742829,2023-07-14,2023-08-04,93679.32
CUST00257,Customer_257,cust257@mail.com,9584779555,2022-06-02,2023-11-29,69906.95
CUST00258,Customer_258,cust258@mail.com,9229927269,2021-07-27,2024-03-29,57436.06
CUST00259,Customer_259,cust259@mail.com,9366186631,2022-08-10,2024-02-13,10620.47
CUST00260,Customer_260,cust260@mail.com,9341266931,2022-07-04,2023-03-27,61885.72
CUST00261,Customer_261,cust261@mail.com,9168747287,2021-06-03,2023-02-27,99015.33
CUST00262,Customer_262,cust262@mail.com,9463016614,2021-06-18,2023-03-09,14868.32
CUST00263,Customer_263,cust263@mail.com,9122585366,2021-12-02,2023-12-23,52314.64
CUST00264,Customer_264,cust264@mail.com,9731691672,2023-05-25,2024-01-07,87859.93
CUST00265,Customer_265,cust265@mail.com,9694768704,2022-06-17,2023-01-31,74336.09
CUST00266,Customer_266,cust266@mail.com,9347083812,2022-03-29,2024-04-27,70004.56
CUST00267,Customer_267,cust267@mail.com,9731832764,2021-04-30,2024-03-08,70545.92
CUST00268,Customer_268,cust268@mail.com,9336456621,2022-11-28,2023-03-23,36589.62
CUST00269,Customer_269,cust269@mail.com,9107721109,2021-07-30,2023-02-23,30065.59
CUST00270,Customer_270,cust270@mail.com,9176228245,2023-01-05,2023-08-02,81126.75
CUST00271,Customer_271,cust271@mail.com,9860038427,2022-08-21,2024-04-11,81201.23
CUST00272,Customer_272,cust272@mail.com,9777641645,2022-05-16,2023-10-30,86840.16
CUST00273,Customer_273,cust273@mail.com,9163215224,2021-04-04,2023-09-05,91410.81
CUST00274,Customer_274,cust274@mail.com,9345824373,2023-07-10,2024-02-15,51622.9
CUST00275,Customer_275,cust275@mail.com,9172370545,2022-06-07,2023-10-19,50650.11
CUST00276,Customer_276,cust276@mail.com,9133729406,2022-04-02,2023-12-14,80031.22
CUST00277,Customer_277,cust277@mail.com,9454794895,2023-04-09,2023-08-13,65346.43
CUST00278,Customer_278,cust278@mail.com,9176082500,2021-02-26,2023-04-03,70494.72
CUST00279,Customer_279,cust279@mail.com,9652070932,2022-04-10,2023-11-09,79783.47
CUST00280,Customer_280,cust280@mail.com,9355555531,2021-05-16,2023-07-14,89110.53
CUST00281,Customer_281,cust281@mail.com,9399012686,2022-06-10,2024-02-03,34461.52
CUST00282,Customer_282,cust282@mail.com,9818309417,2022-03-02,2023-07-03,38182.71
CUST00283,Customer_283,cust283@mail.com,9621209849,2022-04-13,2023-11-10,10304.21
CUST00284,Customer_284,cust284@mail.com,9330035022,2022-08-01,2023-01-15,58249.73
CUST00285,Customer_285,cust285@mail.com,9678998028,2021-03-01,2024-03-17,4558.29
CUST00286,Customer_286,cust286@mail.com,9242068763,2022-07-27,2023-12-17,47094.2
CUST00287,Customer_287,cust287@mail.com,9876693898,2022-04-19,2024-03-26,54721.82
CUST00288,Customer_288,cust288@mail.com,9713152854,2022-11-20,2024-03-05,29367.58
CUST00289,Customer_289,cust289@mail.com,9718702544,2023-04-07,2024-01-08,59492.49
CUST00290,Customer_290,cust290@mail.com,9607526654,2021-11-12,2024-05-13,4019.52
CUST00291,Customer_291,cust291@mail.com,9360916298,2023-01-11,2024-04-01,4697.47
CUST00292,Customer_292,cust292@mail.com,9942478695,2021-01-23,2023-03-08,82437.46
CUST00293,Customer_293,cust293@mail.com,9607850824,2022-02-10,2023-09-05,36658.87
CUST00294,Customer_294,cust294@mail.com,9967043303,2021-09-18,2024-04-16,13578.99
CUST00295,Customer_295,cust295@mail.com,9537077308,2023-04-17,2023-09-07,52702.08
CUST00296,Customer_296,cust296@mail.com,9304451095,2021-01-04,2023-02-27,77229.36
CUST00297,Customer_297,cust297@mail.com,9201281557,2023-02-03,2024-03-30,22366.28
CUST00298,Customer_298,cust298@mail.com,9204078666,2021-08-12,2023-07-30,62666.16
CUST00299,Customer_299,cust299@mail.com,9807577342,2022-08-16,2023-08-14,9449.4
CUST00300,Customer_300,cust300@mail.com,9562837684,2021-03-16,2023-01-24,6116.49
CUST00301,Customer_301,cust301@mail.com,9480424119,2021-02-16,2023-02-02,53604.11
CUST00302,Customer_302,cust302@mail.com,9554814084,2022-03-10,2023-05-14,54522.88
CUST00303,Customer_303,cust303@mail.com,9541417711,2021-12-19,2023-12-02,64105.56
CUST00304,Customer_304,cust304@mail.com,9601463916,2022-12-19,2023-06-10,72883.04
CUST00305,Customer_305,cust305@mail.com,9882839238,2021-03-07,2023-01-07,97609.36
CUST00306,Customer_306,cust306@mail.com,9158165865,2022-07-09,2023-12-27,52113.73
CUST00307,Customer_307,cust307@mail.com,9823019672,2021-03-03,2024-03-20,32972.69
CUST00308,Customer_308,cust308@mail.com,9801642483,2023-08-16,2023-12-14,79723.43
